subsystem,path_from_root
RES,/Gems/CustomAssetExample
DEB,/Gems/DebugDraw
RES,/Gems/DevTextures
GMP,/Gems/EditorPythonBindings
SKA,/Gems/EMotionFX
GMP,/Gems/ExpressionEvaluation
COR,/Gems/FastNoise
GMP,/Gems/GameState
GMP,/Gems/GameStateSamples
HID,/Gems/Gestures
COR,/Gems/GradientSignal
FES,/Gems/GraphCanvas
COR,/Gems/GraphModel
OMP,/Gems/HttpRequestor
DEB,/Gems/ImGui
SDK,/Gems/InAppPurchases
COR,/Gems/LmbrCentral
HID,/Gems/LocalUser
FES,/Gems/LyShine
FES,/Gems/LyShineExamples
SKA,/Gems/Maestro
FES,/Gems/MessagePopup
OMP,/Gems/Metastream
HID,/Gems/Microphone
OMP,/Gems/Multiplayer
OMP,/Gems/MultiplayerCompression
PHY,/Gems/NvCloth
PHY,/Gems/PhysX
PHY,/Gems/PhysXDebug
GMP,/Gems/Prefab
OMP,/Gems/Presence
RES,/Gems/PrimitiveAssets
DEB,/Gems/Profiler
GMP,/Gems/PythonAssetBuilder
RES,/Gems/SaveData
RES,/Gems/SceneProcessing
SGC,/Gems/SceneProcessing
GMP,/Gems/ScriptAutomation
GMP,/Gems/ScriptCanvas
GMP,/Gems/ScriptCanvasDeveloper
GMP,/Gems/ScriptCanvasPhysics
GMP,/Gems/ScriptCanvasTesting
GMP,/Gems/ScriptedEntityTweener
GMP,/Gems/ScriptEvents
LLR,/Gems/StartingPointCamera
HID,/Gems/StartingPointInput
HID,/Gems/StartingPointMovement
RES,/Gems/TestAssetBuilder
RES,/Gems/TextureAtlas
GMP,/Gems/TickBusOrderViewer
OMP,/Gems/Twitch
FES,/Gems/UiBasics
LLR,/Gems/VideoPlaybackFramework
HID,/Gems/VirtualGamepad
FES,/Gems/WhiteBox
